ORA-00000    성공적인 정상 종료입니다.
ORA-01928 모든 권한에 대하여 GRANT 옵션이 허가되지는 않았습니다.
ORA-01929 GRANT할 권한이 없습니다.
ORA-01931 %s를 롤에게 허가할 수 없습니다.
ORA-01932 롤 %s에 대한 ADMIN 옵션이 허가되지 않았습니다.
ORA-01933 롤에 대한 권한으로 저장 개체를 생성할 수 없습니다.
ORA-01934 순환되는 롤 권한 부여가 감지되었습니다.
ORA-01935 누락된 사용자 혹은 롤명
ORA-01936 사용자나 롤을 생성시 소유자를 지정할 수 없습니다.
ORA-01937 부적절한 롤명
ORA-01938 CREATE USER에 대한 IDENTIFIED BY가 지정되어야 합니다.
ORA-01939 ADMIN OPTION만이 지정될 수 있습니다.
ORA-01940 현재 연결되어 있는 사용자를 삭제할 수 없습니다.
ORA-01941 키워드 SEQUENCE가 요구됩니다.
ORA-01942 IDENTIFIED BY 와 EXTERNALLY는 모두 지정될 수 없습니다.
ORA-01943 IDENTIFIED BY가 이미 지정되었습니다.
ORA-01944 IDENTIFIED EXTERNALLY가 이미 지정되었습니다.
ORA-01945 DEFAULT ROLE[S]가 이미 지정되었습니다.
ORA-01946 DEFAULT TABLESPACE가 이미 지정되었습니다.
ORA-01947 TEMPORARY TABLESPACE가 이미 지정되었습니다.
ORA-01949 ROLE 키워드가 요구합니다.
ORA-01950 테이블 영역 %s에 대한 권한이 없읍
ORA-01951 ROLE %s가 %s에 허가되지 않았습니다.
ORA-01952 시스템 권한이 %s에 허가되지 않았습니다.
ORA-01953 명령어가 더 이상 유효하지 않음,ALTER USER를 보내십시오
ORA-01954 CREATE USER에 DEFAULT ROLE절이 유효하지 않습니다.
ORA-01955 DEFAULT ROLE %s가 사용자에게 허가되지 않았습니다.
ORA-01956 OS_ROLES이 사용될시 부적절한 명령어
ORA-01957 키워드 MIN 혹은 MAX 를 지정해 주십시오
ORA-01958 LAYER 옵션을 위한 정수가 필요합니다.
ORA-01959 OPCODE 옵션을 위한 정수가 필요합니다.
ORA-01960 부적절한 덤프 로그 화일 옵션입니다.
ORA-01961 부적절한 덤프 옵션입니다.
ORA-01962 화일 번호 혹은 시퀀스 번호를 지정해야 합니다.
ORA-01963 블록 번호를 지정해야 합니다.
ORA-01964 TIME 옵션을 위한 시간을 지정해야 합니다.
ORA-01965 PERIOD 를 지정해야 합니다.
ORA-01967 CREATE CONTROLFILE 의 부적절한 옵션입니다.
ORA-01968 RESETLOGS 혹은 NORESETLOGS 를 한번만 지정하십시오
ORA-01969 RESETLOGS 혹은 NORESETLOGS 를 지정해야 합니다.
ORA-01970 CREATE CONTROLFILE에 대한 데이타베이스 명을 지정해야 합니다.
ORA-01971 부적절한 ALTER TRACING 옵션
ORA-01972 ALTER TRACING ENABLE 혹은 DISABLE에 대한 스트링을 지정해야 합니다.
ORA-01973 변경 번호 누락
ORA-01974 부적절한 아카이브옵션
ORA-01975 변환 번호 %s에 부적절한 문자
ORA-01976 변경 번호 누락
ORA-01977 쓰레드 번호 누락
ORA-01978 시퀀스 번호 누락
ORA-01979 롤 %s에 대한 암호가 틀리거나 누락되었습니다.
ORA-01980 OS ROLE 초기화시 오류
ORA-01981 현 권한취소를 수행하려면 CASCADE CONSTRAINTS가 지정되어야 합니다.
ORA-01982 테이블에 대한 부적절한 감사 옵션
ORA-01983 DEFAULT에 대한 부적절한 감사 옵션
ORA-01984 프로시저/패캐지/함수에 대한 부적절한 감사 옵션
ORA-01985 LICENSE_MAX_USERS 파라미터가 초과되어 사용자를 생성할 수 없습니다.
ORA-01986 OPTIMIZER_GOAL에 대한 옵션 부적합
ORA-01987 클라이언트 OS 사용자명이 너무 깁니다.
ORA-01988 원격 OS 로그온이 허용되지 않습니다.
ORA-01989 롤 %s는 운영 시스템에 의해 권한되지 않았습니다.
ORA-01990 암호 %s 화일을 여는데 오류가 발생했습니다.
ORA-01991 %s 암호 화일이 부적합합니다.
ORA-01992 %s 암호 화일을 닫는데 오류가 발생했습니다.
ORA-01993 %s 암호 화일을 쓰는 중에 오류가 발생했습니다.
ORA-01994 GRANT 실패: 공용 암호 화일에다 사용자를 추가할 수 없습니다.
ORA-01995 %s 암호 화일을 읽는 중에 오류가 발생했습니다.
ORA-01996 GRANT 실패: %s 암호 화일이 꽉 찼습니다.
ORA-01997 GRANT 실패: %s 사용자는 여기에 없습니다.
ORA-01998 REVOKE 실패: SYS 사용자는 항상 SYSOPER 와 SYSDBA를 가지고 있습니다.
ORA-01999 암호 화일 모드는 %s 에서 %s로 바꾸었습니다.
ORA-02000 누락된 %s 키워드
ORA-02001 사용자 SYS는 빈리스트 그룹와 함께 색인을 생성하는것을 허락하지 않습니다.
ORA-02002 감사 추적 테이블에 기록 중 오류가 발생했습니다.
ORA-02003 USERENV 파라미터가 부적합합니다.
ORA-02004 보안 위반
ORA-02005 길이(-1)가 부적합합니다.
ORA-02006 팩형 10진 형식 스트링이 부적합합니다.
ORA-02007 ALLOCATE 또는 DEALLOCATE 옵션을 REBUILD와 같이 사용할 수 없습니다.
ORA-02008 숫자가 아닌 열에 대하여 0 이외의 스케일이 지정되었습니다.
ORA-02009 화일에 지정된 크기는 0이 아니어야 합니다.
ORA-02010 호스트 연결 스트링을 지정해 주십시오
ORA-02011 데이타베이스 링크명이 중복되었습니다.
ORA-02012 키워드 USING 을 지정해 주십시오
ORA-02013 키워드 CONNECT 를 지정해 주십시오
ORA-02014 FOR UPDATE 구를 사용해서 선택할 수 없습니다.
ORA-02015 원격 테이블에 대하여 FOR UPDATE 구는 사용할 수 없습니다.
ORA-02016 원격 데이타베이스에서는 START WITH 로 부속 질의를 사용할 수 없습니다.
ORA-02017 정수 값을 지정해 주십시오
ORA-02018 같은 이름의 데이타베이스 링크가 개방, 연결되어 있습니다.
ORA-02019 원격 데이타베이스를 찾을 수 없을때 기술적으로 연결하십시오
ORA-02020 너무 많은 데이타베이스 링크들이 사용되고 있습니다.
ORA-02021 원격 데이타베이스에 DDL 조작들이 허용되지 않습니다.
ORA-02022 원격 문장이 원격 개체를 갖는 최적화 되지않을 뷰를 사용합니다.
ORA-02023 원격 데이타베이스는 START WITH, CONNECT BY 술어를 평가할 수 없습니다.
ORA-02024 데이타 링크를 찾을 수 없습니다.
ORA-02025 SQL 문장에 있는 모든 테이블은 원격 데이타베이스에 있어야만 합니다.
ORA-02026 키워드 LINK 를 지정해 주십시오
ORA-02027 LONG 열은 복수 행의 갱신이 불가능합니다.
ORA-02028 정확한 행의 번호를 인출 하는것이 지원되지 않습니다.
ORA-02029 키워드 FILE 을 지정해 주십시오
ORA-02030 고정 테이블/고정 뷰에서는 선택만 가능합니다.
ORA-02031 고정 테이블에 대하여 ROWID 를 지정할 수 없습니다.
ORA-02032 클러스터 색인의 작성 이전에 클러스터 테이블을 사용할 수 없습니다.
ORA-02033 이미 클러스터 색인이 존재하고 있습니다.
ORA-02034 스피드 바인드가 허용되지 않습니다.
ORA-02035 부당한 작업묶음의 조합입니다.
ORA-02036 자동커서 개방시 묘사할 변수가 너무 많습니다.
ORA-02037 초기화되지 않은 스피드 바인드 영역
ORA-02038 배열 유형에 정의가 허용되지 않습니다 
ORA-02039 배열 유형에 값으로 바인드는 허용되지 않습니다 
ORA-02040 원격 데이타베이스는 %s는 두단계 커밋을 지원하지 않습니다.
ORA-02041 클라이언트 데이타베이스는 트랜잭션을 시작하지 않습니다.
ORA-02042 너무 많은 분산 트랜잭션들
ORA-02043 %s를 실행하기 전에 현재 트랜잭션을 끝내야 합니다.
ORA-02044 트랜잭션 관리자 로그인이 거부되었음: 트랜잭션이 진행중입니다.
ORA-02045 글로벌 트랜잭션에 관여한 로컬 세션이 너무 많습니다.
ORA-02046 분산 트랜잭션이 이미 시작되었습니다.
ORA-02047 진행 중에 분산 트랜잭션을 결합할 수 없습니다.
ORA-02048 로그잉하지 않고 분산 트랜잭션을 시작하려 했습니다.
ORA-02049 시간초과: 분산 트랜잭션이 잠금으로 대기중 입니다.
ORA-02050 트랜잭션 %s가 롤백되고, 다른 원격 DB는 불명료한 상태입니다.
ORA-02051 동일 트랜잭션내에 다른 세션이 실패했습다.
ORA-02052 원격 트랜잭션이 %s에서 실패했습니다.
ORA-02053 트랜잭션 %s가 커밋되고, 다른 원격 DB는 불명료한 상태입니다.
ORA-02054 트랜잭션 %s이 불명료한 상태입니다.
ORA-02055 분산 수정 작업이 실패했음; 롤백이 요구됩니다.
ORA-02056 2PC: %s: 잘못된 두 단계 명령어 번호 %s(%s로 부터의)
ORA-02057 2PC: %s: 잘못된 두 단계 복구상태 번호 %s(%s로 부터의)
ORA-02058 ID %s를 가지는 준비된 트랜잭션이 없습니다.
ORA-02059 커밋 코맨트의 ORA-2PC-CRASH-TEST-%s
ORA-02060 select for update문에 분산 테이블에 대한 결합이 지정되었습니다.
ORA-02061 select for update에 분산 테이블 목록이 지정되었습니다.
ORA-02062 분산 복구가 DBID %s를 받았습니다(%s가 기대되었으나)
ORA-02063 %s%s가 선행됨 (%s%s로 부터)
ORA-02064 분산 작업이 지원되지 않습니다.
ORA-02065 ALTER SYSTEM에 대한 부당한 옵션
ORA-02066 누락 혹은 부당한 MTS_DISPATCHERS 텍스트
ORA-02067 트랜잭션 혹은 세이브포인트 롤백이 요구됩니다.
ORA-02068 %s%s로 부터의 다음의 치명적인 오류가 있습니다.
ORA-02069 global_names 파라미터는 이 작업에 TRUE라고 설정해야만 합니다.
ORA-02070 데이타베이스 %s%s는 이문맥에서 %s를 지원하지 않습니다.
ORA-02071 원격 데이타베이스 %s에 대한 능력을 초기화시 오류
ORA-02072 분산 데이타베이스의 네트워크 프로토콜이서로 맞지 않습니다.
ORA-02073 원격 수정에서는 시퀀스번호가 지원되지 않습니다.
ORA-02074 분산 트랜잭션에 %s을 할 수 없습니다.
ORA-02075 사용되지 않는 오류입니다.
ORA-02076 수정된 테이블이나 long 열의 시퀀스가 동일한 노드에 있어야 합니다.
ORA-02077 SELECT문에서 long 열의 값을 가지고 올때는 동일한 노드에 있어야 합니다.
ORA-02078 ALTER SYSTEM FIXED_DATE에 대한 지정이 잘못됐습니다.
ORA-02079 새로운 세션이 분산 트랜잭션의 커밋에 동참할 수 있습니다.
ORA-02080 데이타베이스 링크가 사용중입니다.
ORA-02081 데이타베이스 링크가 열려있지  않았습니다.
ORA-02082 루프백(loopback) 데이타베이스 링크는 연결 수식어를 가져야합니다.
ORA-02083 데이타베이스명에 부적절한 문자 %s가 있습니다.
ORA-02084 데이타베이스명에 요소가 누락되었습니다.
ORA-02085 데이타베이스 링크 %s가 %s에 연결됩니다.
ORA-02086 데이타베이스 (링크)명이 너무깁니다.
ORA-02087 동일 트랜잭션내의 다른 프로세스에 의해 개체가 잠금 되었습니다.
ORA-02088 분산 데이타베이스 옵션이 설치되지 않았습니다.
ORA-02089 종속 세션에서는 COMMIT이 허용되지 않습니다.
ORA-02090 네트워크 오류: callback+passthru
ORA-02091 트랜잭션이 롤백되었습니다.
ORA-02092 분산 트랜잭션에 대한 트랜잭션 테이블 슬롯이 부족합니다.
ORA-02093 TRANSACTIONS_PER_ROLLBACK_SEGMENT(%s)가 가능한 최대치(%s) 보다 많습니다.
ORA-02094 중복 옵션이 설치되지 않았습니다.
ORA-02095 지정된 초기화 파라미터를 수정할 수 없습니다.
ORA-02096 지정된 초기화 파라미터는 이 옵션으로 수정가능하지 않습니다.
ORA-02098 색인-테이블 참조 (:I)를 파싱하는데 오류
ORA-02099 내부 목적으로 사용됨, 출력되지 않아야 합니다.
ORA-02100 PCC: 메모리 부족 (할당할 수 없습니다.
ORA-02101 PCC: 일치하지 않는 커서 캐쉬(uce/cuc 불일치)
ORA-02102 PCC: 일치하지 않는 커서 캐쉬(이 uce에 대한 cuc 엔트리가 없습니다.
ORA-02103 PCC: 일치하지 않는 커서 캐쉬(cuc 참조가 범위를 벗어남)
ORA-02104 PCC: 일치하지 않는 호스트 캐쉬(사용가능한 cuc가 없습니다)
ORA-02105 PCC: 일치하지 않는 커서 캐쉬(캐쉬내에 cuc 엔트리가 없습니다)
ORA-02106 PCC: 일치하지 않는 커서 캐쉬(OraCursor nr이 잘못됐습니다)
ORA-02107 PCC: 프로그램이 수행시 라이브러리에 대해 너무 오래됨: 다시 PCC하십시오
ORA-02108 PCC: 수행시 라이브러리에 유효하지않은 디스크립터가 넘겨졌습니다.
ORA-02109 PCC: 일치하지 않는 호스트 캐쉬(sit 참조가 범위를 벗어남)
ORA-02110 PCC: 일치하지 않는 호스트 캐쉬(유효하지 않은 sqi 유형)
ORA-02111 PCC: 힙 일관성 오류
ORA-02112 PCC: SELECT..INTO가 너무 많은 행을 리턴합니다.
ORA-02140 테이블스페이스 이름이 부적합합니다.
ORA-02141 OFFLINE 옵션이 부적합합니다.
ORA-02142 적절한 ALTER TABLESPACE 옵션을 지정해 주십시오
ORA-02143 STORAGE 옵션이 부적합합니다.
ORA-02144 적절한 ALTER CLUSTER 옵션을 지정해 주십시오
ORA-02145 STORAGE 옵션을 지정해 주십시오
ORA-02146 SHARED 옵션이 복수 회 지정되었습니다.
ORA-02147 SHARED 와 EXCLUSIVE 는 혼용할 수 없습니다.
ORA-02148 EXCLUSIVE 옵션이 복수 회 지정되었습니다.
ORA-02155 DEFAULT 테이블 영역 식별자가 부적합합니다.
ORA-02156 TEMPORARY의 테이블 영역 식별자가 부적합합니다.
ORA-02157 ALTER USER 옵션을 지정해 주십시오
ORA-02158 CREATE INDEX 옵션이 부적합합니다.
ORA-02159 설치된 DLM은 릴리즈가능한 잠금 모드를 지원하지 않습니다.
ORA-02161 MAXLOGFILES에 대한 값이 부적합합니다.
ORA-02162 MAXDATAFILES에 대한 값이 부적합합니다.
ORA-02163 FREELIST GROUPS에 대한 값이 부적합합니다.
ORA-02164 DATAFILE 구가 2개 이상 지정되었습니다.
ORA-02165 CREATE DATABASE 옵션의 지정이 부적합합니다.
ORA-02166 ARCHIVELOG 와 NOARCHIVELOG 가 함께 지정되었습니다.
ORA-02167 LOGFILE 구가 2 회 이상 지정되었습니다.
ORA-02168 FREELISTS에 대한 부당한 값
ORA-02169 FREELISTS 저장영역 옵션은 허용되지 않습니다.
ORA-02170 FREELIST GROUPS 저장영역 옵션은 허용되지 않습니다.
ORA-02171 MAXLOGHISTORY에 대한 부당한 값
ORA-02172 사용불가 쓰레드에 대한 PUBLIC 키워드는 적합하지 않습니다.
ORA-02173 DROP TABLESPACE 옵션이 부적합합니다.
ORA-02174 요구되는 쓰레드 번호의 누락
ORA-02175 롤백 세그먼트 명이 부적합합니다.
ORA-02176 CREATE ROLLBACK SEGMENT 옵션이 부적합합니다.
ORA-02177 요구되는 그룹 번호의 누락
ORA-02178 올바른 구문 : SET TRANSACTION READ { ONLY | WRITE }
ORA-02179 적당한 옵션: ISOLATION LEVEL { SERIALIZABLE | READ COMMITTED }
ORA-02180 CREATE TABLESPACE 옵션이 부적합합니다.
ORA-02181 ROLLBACK WORK 옵션이 부적합합니다.
ORA-02182 세이브포인트명을 지정해 주십시오
ORA-02183 적당한 옵션: ISOLATION_LEVEL { SERIALIZABLE | READ COMMITTED }
ORA-02184 REVOKE 에서는 자원의 할당량을 지정할 수 없습니다.
ORA-02185 COMMIT 뒤에 WORK 이외의 토큰이 지정되었습니다.
ORA-02186 테이블 영역의 자원 권한은 다른 권한과 동시에 지정할 수 없습니다.
ORA-02187 할당량의 지정이 부적합합니다.
ORA-02189 ON <tablespace> 가 필요합니다.
ORA-02190 키워드 TABLES를 지정해 주십시오
ORA-02191 올바른 구문: SET TRANSACTION USE ROLLBACK SEGMENT <rbs>
ORA-02192 PCTINCREASE는 롤백 세그먼트 영역절에서는 허용되지 않습니다.
ORA-02194 이벤트 지정 구문 오류 %s (중요치 않은 오류 %s), %s 부근에
ORA-02195 %s 개체를 %s 테이블스페이스에서 만들도록 시도합니다.
ORA-02196 PERMANENT/TEMPORARY 옵션이 이미 지정되었습니다.
ORA-02197 화일 리스트가 이미 지정되어 있습니다.
ORA-02198 ONLINE/OFFLINE 옵션이 이미 지정되어 있습니다.
ORA-02199 DATAFILE 구를 지정해 주십시오
ORA-02200 WITH GRANT OPTION 은 PUBLIC 에 대하여 사용할 수 없습니다.
ORA-02201 시퀀스를 사용할 수 없습니다.
ORA-02202 클러스터에서는 더이상의 테이블을 작성할 수 없습니다.
ORA-02203 INITIAL 영역 옵션은 허가되지 않습니다.
ORA-02204 ALTER, INDEX, REFERENCES 그리고 EXECUTE는 뷰에서 사용할 수 없습니다.
ORA-02205 SELECT 와 ALTER 권한만이 시퀀스에 대하여 사용할 수 있습니다.
ORA-02206 INITRANS 옵션 지정이 중복되었습니다.
ORA-02207 INITRANS 옵션의 값이 부적합합니다.
